station_id,total_rentals,avg_hourly_rentals,std_hourly_rentals,avg_weekday_rentals,avg_weekday_morning_rentals,avg_weekday_evening_rentals,avg_weekday_midday_rentals,avg_weekday_night_rentals,avg_weekend_rentals,avg_weekend_morning_rentals,avg_weekend_afternoon_rentals,max_hourly_rentals,peak_hour,weekday_weekend_ratio,morning_evening_ratio,cluster_label
31411,8761,1.2598504457865976,0.5928101559364223,1.2424742268041238,1.164721141374838,1.284954407294833,1.2952433023510115,1.1434689507494646,1.2999049429657794,1.1520912547528517,1.407079646017699,8,14,0.9550845613450847,0.8975065404561979,3
31412,5014,1.2472636815920397,0.5965438946029159,1.2011598405219281,1.203862660944206,1.2605985037406484,1.1842105263157894,1.1371769383697814,1.3481363996827915,1.2091836734693877,1.4215017064846416,8,12,0.8903175696722322,0.9283703424406516,3
31413,5377,1.25542843801074,0.5970817418489563,1.2360557768924303,1.2,1.2751677852348993,1.2642201834862385,1.0952380952380953,1.3013375295043272,1.2222222222222223,1.3337988826815643,9,15,0.949105549743987,0.9361983850159308,3
31414,5255,1.1695971511239707,0.4686918787579227,1.15968992248062,1.1056547619047619,1.2162162162162162,1.1809453471196456,1.0849673202614378,1.194794952681388,1.096654275092937,1.261617900172117,7,17,0.9698066711857182,0.9108341092213638,3
31415,5136,1.2133238837703757,0.5496107345958798,1.1826574348829542,1.1933638443935928,1.2,1.1783317353787153,1.1444954128440368,1.2908333333333333,1.141304347826087,1.3644688644688645,9,23,0.9154876286024676,0.9596119951945806,3
31416,5526,1.2735653376354,0.6420557449178412,1.2205530897917378,1.1153846153846154,1.2581913499344692,1.271264367816092,1.0970464135021096,1.3836879432624114,1.1818181818181819,1.5243722304283605,8,11,0.8814643730601412,0.8862512564697963,3
31417,18750,1.5702202495603383,0.9370634805399165,1.5777777777777777,1.9015025041736227,1.6714353838817357,1.4006526468455403,1.2695984703632888,1.5488625440563921,1.4809590973201692,1.6979560938682816,13,7,1.0180114254831427,1.099634845431566,0
31418,10322,1.3372198471304573,0.6893120998635958,1.3397620764239366,1.4718969555035128,1.3317929759704252,1.3109110169491525,1.1528735632183909,1.3307231690465224,1.3568702290076335,1.3634596695821186,8,8,1.0060364703147502,1.0905874149719181,0
31419,31285,1.9740661282180716,1.40517890150412,1.8875160168405638,2.083868378812199,2.2398307842499188,1.5521710952689565,1.6514285714285715,2.1661926046322635,1.7900232018561484,2.4791242362525456,16,8,0.8709498236594638,0.8843053766875072,2
31420,7291,1.3557084417999257,0.7178131180631675,1.2836404243439419,1.2753195673549655,1.3364583333333333,1.29296875,1.116923076923077,1.4994432071269488,1.3154761904761905,1.6158008658008658,8,16,0.8555075048804138,0.9288942612234637,3
31421,16717,1.570113647036724,0.991576875784536,1.5659105638366817,1.8997742663656885,1.6514500537056929,1.3228312473025463,1.311884935654807,1.5811732605729878,1.479646017699115,1.7251184834123223,18,8,0.989721292135593,1.1064541349939634,0
31422,2566,1.2080979284369116,0.5575756331937944,1.1829931972789116,1.2218597063621532,1.1622516556291391,1.165938864628821,1.0824742268041236,1.264525993883792,1.191358024691358,1.300578034682081,9,23,0.9347837997767283,1.0194589474885463,3
31423,5219,1.2518589589829696,0.5540697649925115,1.251443232841565,1.342512908777969,1.2712328767123289,1.1871794871794872,1.094170403587444,1.253092293054234,1.1675977653631284,1.3057199211045365,5,8,0.997887667257553,1.0474610723618276,0
31424,4244,1.338801261829653,0.681108614243927,1.3409961685823755,1.511140235910878,1.3149171270718232,1.2543741588156123,1.17,1.3325213154689404,1.2545454545454546,1.3884297520661157,7,8,1.0056053495558912,1.1021650311462499,0
31425,3403,1.3154232701971396,0.6541599323851106,1.2825513969425408,1.3338788870703764,1.3568075117370892,1.2433862433862435,1.1433447098976108,1.4057971014492754,1.3470588235294119,1.477815699658703,6,7,0.9116818591830071,0.9823793490400174,0
31426,6742,1.690995736142463,1.087412210403907,1.6844506844506844,1.9685452162516384,1.9108910891089108,1.469387755102041,1.1887640449438202,1.7073813708260106,1.7370892018779343,1.898989898989899,10,8,0.9859921872340743,1.0344296690945178,0
31427,218,1.1720430107526882,0.45615682258267776,1.126984126984127,1.16,1.103448275862069,1.0862068965517242,1.2857142857142858,1.2666666666666666,1.0909090909090908,1.2727272727272727,3,0,0.8890224509472473,0.9521511479057206,0
31428,287,1.2370689655172413,0.5179095798356158,1.225609756097561,1.163265306122449,1.1904761904761905,1.25,1.411764705882353,1.2647058823529411,1.0625,1.3142857142857143,4,22,0.968321134621859,0.9307070438871692,3
31500,20189,1.565281438982788,0.9079325715598324,1.5511082418764794,1.628497632371933,1.7309358752166377,1.4766907419566644,1.3234384662956091,1.6018312985571588,1.57161629434954,1.7498336660013307,10,18,0.9677301929858498,0.953352601855945,3
31501,5786,1.2150356992860143,0.5304829795025835,1.1944608131997643,1.1411042944785277,1.238667900092507,1.1961301671064204,1.166030534351145,1.2660818713450293,1.1347826086956523,1.3541984732824428,6,21,0.9426863726902064,0.9216063625444503,3
31502,8705,1.4056192475375424,0.7896582490063535,1.326874279123414,1.1654879773691655,1.4584192439862542,1.3153360137851808,1.1944444444444444,1.5893433799784715,1.453531598513011,1.6964467005076143,8,17,0.83433194103111,0.8348825623398876,3
31503,45550,2.347212202411625,1.6915218845809887,2.2979023052405307,2.8557151780137415,2.728509406657019,1.9439361951677223,1.6114352392065345,2.459678782755706,2.434622467771639,2.9502465262214255,15,8,0.9338489531198045,1.0368301453094013,2
31504,14578,1.5163303515706261,0.9157212006163823,1.4553990610328638,1.3470588235294119,1.6850471932439146,1.4086260560249,1.2415902140672783,1.649950182663567,1.455621301775148,1.8618283321702722,10,17,0.8815523789365891,0.8345110388064283,3
31505,63927,2.9534303534303534,2.3017299002977745,2.9432470348169875,2.710518773287475,4.707488104182319,2.321781219748306,1.9472817133443163,2.980211303035385,2.6114754098360655,3.6723070573669006,21,18,0.9872654889709618,0.6284953516421197,4
31506,59621,2.63064772326156,1.896998561634082,2.6016991818753934,2.935886019590383,3.5645582854155777,2.137675185490519,1.9359875097580015,2.698553291998819,2.391868512110727,3.2766135792120705,16,17,0.9637517398106367,0.8282180313859202,4
31507,19007,1.6535015224010439,1.0526796188776055,1.731511076821338,1.426300578034682,1.7462087421944692,1.9783402287661231,1.0913312693498451,1.361271676300578,1.397212543554007,1.303964757709251,10,16,1.271046816097268,0.8382928264165526,3
31508,8543,1.3772368208931163,0.7291402966868344,1.3573853989813243,1.3233151183970857,1.4609022556390978,1.3343799058084773,1.2064343163538873,1.4399731723675386,1.3322033898305086,1.5568513119533527,8,17,0.9419921376822871,0.9106858475647817,3
